subset_size,node,data type,index_first_element,index_last_element,total_panics,subset
7,4,CURRENT_icmp_recv,96,102,10,"[94.0, 94.0, 97.0, 97.0, 97.0, 97.0, 102.0]"
7,4,CURRENT_icmp_sent,96,102,10,"[131.0, 131.0, 134.0, 134.0, 134.0, 134.0, 141.0]"
7,5,CURRENT_icmp_recv,107,113,12,"[242.0, 248.0, 248.0, 248.0, 248.0, 248.0, 258.0]"
7,5,CURRENT_icmp_sent,107,113,12,"[231.0, 236.0, 236.0, 236.0, 236.0, 236.0, 242.0]"
7,5,CURRENT_icmp_recv,128,134,12,"[285.0, 285.0, 292.0, 292.0, 292.0, 292.0, 303.0]"
7,5,CURRENT_icmp_sent,128,134,12,"[264.0, 264.0, 270.0, 270.0, 270.0, 270.0, 279.0]"
7,5,CURRENT_icmp_recv,20,26,12,"[69.0, 74.0, 74.0, 74.0, 74.0, 74.0, 83.0]"
7,5,CURRENT_icmp_sent,20,26,12,"[94.0, 97.0, 97.0, 97.0, 97.0, 97.0, 104.0]"
7,5,CURRENT_icmp_recv,37,43,12,"[104.0, 104.0, 110.0, 110.0, 110.0, 110.0, 121.0]"
7,5,CURRENT_icmp_sent,37,43,12,"[120.0, 120.0, 125.0, 125.0, 125.0, 125.0, 132.0]"
7,5,CURRENT_icmp_recv,7,13,12,"[38.0, 38.0, 44.0, 44.0, 44.0, 44.0, 60.0]"
7,5,CURRENT_icmp_sent,7,13,12,"[62.0, 62.0, 71.0, 71.0, 71.0, 71.0, 85.0]"
7,5,CURRENT_icmp_recv,98,104,12,"[225.0, 225.0, 232.0, 232.0, 232.0, 232.0, 242.0]"
7,5,CURRENT_icmp_sent,98,104,12,"[216.0, 216.0, 222.0, 222.0, 222.0, 222.0, 231.0]"
7,6,CURRENT_icmp_recv,57,63,4,"[78.0, 83.0, 83.0, 83.0, 83.0, 83.0, 90.0]"
7,6,CURRENT_icmp_sent,57,63,4,"[88.0, 92.0, 92.0, 92.0, 92.0, 92.0, 97.0]"
7,6,CURRENT_icmp_recv,96,102,4,"[128.0, 133.0, 133.0, 133.0, 133.0, 133.0, 140.0]"
7,6,CURRENT_icmp_sent,96,102,4,"[125.0, 129.0, 129.0, 129.0, 129.0, 129.0, 134.0]"
7,7,CURRENT_icmp_recv,25,31,2,"[44.0, 44.0, 49.0, 49.0, 49.0, 49.0, 56.0]"
7,7,CURRENT_icmp_sent,25,31,2,"[58.0, 58.0, 60.0, 60.0, 60.0, 60.0, 63.0]"
7,8,CURRENT_icmp_recv,109,115,10,"[117.0, 117.0, 120.0, 120.0, 120.0, 120.0, 125.0]"
7,8,CURRENT_icmp_sent,109,115,10,"[130.0, 130.0, 133.0, 133.0, 133.0, 133.0, 137.0]"
7,8,CURRENT_icmp_recv,118,124,10,"[125.0, 125.0, 128.0, 128.0, 128.0, 128.0, 132.0]"
7,8,CURRENT_icmp_sent,118,124,10,"[137.0, 137.0, 139.0, 139.0, 139.0, 139.0, 142.0]"
7,8,CURRENT_icmp_recv,40,46,10,"[60.0, 60.0, 62.0, 62.0, 62.0, 62.0, 68.0]"
7,8,CURRENT_icmp_sent,40,46,10,"[80.0, 80.0, 82.0, 82.0, 82.0, 82.0, 86.0]"
7,8,CURRENT_icmp_recv,62,68,10,"[77.0, 80.0, 80.0, 80.0, 80.0, 80.0, 84.0]"
7,8,CURRENT_icmp_sent,62,68,10,"[94.0, 97.0, 97.0, 97.0, 97.0, 97.0, 102.0]"
7,8,CURRENT_icmp_recv,70,76,10,"[84.0, 84.0, 87.0, 87.0, 87.0, 87.0, 91.0]"
7,8,CURRENT_icmp_sent,70,76,10,"[102.0, 102.0, 104.0, 104.0, 104.0, 104.0, 108.0]"
7,9,CURRENT_icmp_recv,103,109,10,"[117.0, 117.0, 120.0, 120.0, 120.0, 120.0, 126.0]"
7,9,CURRENT_icmp_sent,103,109,10,"[93.0, 93.0, 95.0, 95.0, 95.0, 95.0, 98.0]"
7,9,CURRENT_icmp_recv,38,44,10,"[61.0, 61.0, 65.0, 65.0, 65.0, 65.0, 71.0]"
7,9,CURRENT_icmp_sent,38,44,10,"[55.0, 55.0, 58.0, 58.0, 58.0, 58.0, 63.0]"
7,9,CURRENT_icmp_recv,51,57,10,"[73.0, 73.0, 76.0, 76.0, 76.0, 76.0, 80.0]"
7,9,CURRENT_icmp_sent,51,57,10,"[64.0, 64.0, 66.0, 66.0, 66.0, 66.0, 69.0]"
7,9,CURRENT_icmp_recv,68,74,10,"[88.0, 88.0, 91.0, 91.0, 91.0, 91.0, 96.0]"
7,9,CURRENT_icmp_sent,68,74,10,"[74.0, 74.0, 76.0, 76.0, 76.0, 76.0, 79.0]"
7,9,CURRENT_icmp_recv,8,14,10,"[19.0, 22.0, 22.0, 22.0, 22.0, 22.0, 26.0]"
7,9,CURRENT_icmp_sent,8,14,10,"[26.0, 30.0, 30.0, 30.0, 30.0, 30.0, 36.0]"
8,10,CURRENT_icmp_recv,33,40,2,"[46.0, 46.0, 46.0, 49.0, 49.0, 49.0, 49.0, 54.0]"
8,10,CURRENT_icmp_sent,33,40,2,"[67.0, 67.0, 67.0, 69.0, 69.0, 69.0, 69.0, 73.0]"
8,13,CURRENT_icmp_recv,107,114,8,"[129.0, 129.0, 129.0, 133.0, 133.0, 133.0, 133.0, 139.0]"
8,13,CURRENT_icmp_sent,107,114,8,"[148.0, 148.0, 148.0, 151.0, 151.0, 151.0, 151.0, 159.0]"
8,13,CURRENT_icmp_recv,138,145,8,"[161.0, 161.0, 161.0, 165.0, 165.0, 165.0, 165.0, 171.0]"
8,13,CURRENT_icmp_sent,138,145,8,"[180.0, 180.0, 180.0, 184.0, 184.0, 184.0, 184.0, 191.0]"
8,13,CURRENT_icmp_recv,16,23,8,"[38.0, 38.0, 38.0, 41.0, 41.0, 41.0, 41.0, 47.0]"
8,13,CURRENT_icmp_sent,16,23,8,"[44.0, 44.0, 44.0, 48.0, 48.0, 48.0, 48.0, 54.0]"
8,13,CURRENT_icmp_recv,8,15,8,"[28.0, 28.0, 32.0, 32.0, 32.0, 32.0, 32.0, 38.0]"
8,13,CURRENT_icmp_sent,8,15,8,"[33.0, 33.0, 37.0, 37.0, 37.0, 37.0, 37.0, 44.0]"
8,3,CURRENT_icmp_recv,105,112,8,"[293.0, 293.0, 293.0, 299.0, 299.0, 299.0, 299.0, 310.0]"
8,3,CURRENT_icmp_sent,105,112,8,"[338.0, 338.0, 338.0, 344.0, 344.0, 344.0, 344.0, 356.0]"
8,3,CURRENT_icmp_recv,19,26,8,"[83.0, 83.0, 92.0, 92.0, 92.0, 92.0, 92.0, 104.0]"
8,3,CURRENT_icmp_sent,19,26,8,"[119.0, 119.0, 127.0, 127.0, 127.0, 127.0, 127.0, 139.0]"
8,3,CURRENT_icmp_recv,49,56,8,"[158.0, 158.0, 158.0, 166.0, 166.0, 166.0, 166.0, 178.0]"
8,3,CURRENT_icmp_sent,49,56,8,"[198.0, 198.0, 198.0, 205.0, 205.0, 205.0, 205.0, 218.0]"
8,3,CURRENT_icmp_recv,97,104,8,"[272.0, 272.0, 281.0, 281.0, 281.0, 281.0, 281.0, 293.0]"
8,3,CURRENT_icmp_sent,97,104,8,"[314.0, 314.0, 324.0, 324.0, 324.0, 324.0, 324.0, 338.0]"
8,4,CURRENT_icmp_recv,121,128,10,"[115.0, 115.0, 115.0, 117.0, 117.0, 117.0, 117.0, 121.0]"
8,4,CURRENT_icmp_sent,121,128,10,"[158.0, 158.0, 158.0, 161.0, 161.0, 161.0, 161.0, 165.0]"
8,4,CURRENT_icmp_recv,134,141,10,"[126.0, 126.0, 126.0, 129.0, 129.0, 129.0, 129.0, 134.0]"
8,4,CURRENT_icmp_sent,134,141,10,"[170.0, 170.0, 170.0, 172.0, 172.0, 172.0, 172.0, 183.0]"
8,4,CURRENT_icmp_recv,30,37,10,"[41.0, 41.0, 41.0, 44.0, 44.0, 44.0, 44.0, 48.0]"
8,4,CURRENT_icmp_sent,30,37,10,"[71.0, 71.0, 71.0, 73.0, 73.0, 73.0, 73.0, 77.0]"
8,4,CURRENT_icmp_recv,60,67,10,"[66.0, 66.0, 66.0, 69.0, 69.0, 69.0, 69.0, 73.0]"
8,4,CURRENT_icmp_sent,60,67,10,"[100.0, 100.0, 100.0, 102.0, 102.0, 102.0, 102.0, 107.0]"
8,4,CURRENT_icmp_recv,95,102,10,"[94.0, 94.0, 94.0, 97.0, 97.0, 97.0, 97.0, 102.0]"
8,4,CURRENT_icmp_sent,95,102,10,"[131.0, 131.0, 131.0, 134.0, 134.0, 134.0, 134.0, 141.0]"
8,5,CURRENT_icmp_recv,127,134,10,"[285.0, 285.0, 285.0, 292.0, 292.0, 292.0, 292.0, 303.0]"
8,5,CURRENT_icmp_sent,127,134,10,"[264.0, 264.0, 264.0, 270.0, 270.0, 270.0, 270.0, 279.0]"
8,5,CURRENT_icmp_recv,19,26,10,"[69.0, 69.0, 74.0, 74.0, 74.0, 74.0, 74.0, 83.0]"
8,5,CURRENT_icmp_sent,19,26,10,"[94.0, 94.0, 97.0, 97.0, 97.0, 97.0, 97.0, 104.0]"
8,5,CURRENT_icmp_recv,36,43,10,"[104.0, 104.0, 104.0, 110.0, 110.0, 110.0, 110.0, 121.0]"
8,5,CURRENT_icmp_sent,36,43,10,"[120.0, 120.0, 120.0, 125.0, 125.0, 125.0, 125.0, 132.0]"
8,5,CURRENT_icmp_recv,71,78,10,"[173.0, 173.0, 173.0, 180.0, 180.0, 180.0, 180.0, 189.0]"
8,5,CURRENT_icmp_sent,71,78,10,"[176.0, 176.0, 176.0, 180.0, 180.0, 180.0, 180.0, 187.0]"
8,5,CURRENT_icmp_recv,97,104,10,"[225.0, 225.0, 225.0, 232.0, 232.0, 232.0, 232.0, 242.0]"
8,5,CURRENT_icmp_sent,97,104,10,"[216.0, 216.0, 216.0, 222.0, 222.0, 222.0, 222.0, 231.0]"
8,7,CURRENT_icmp_recv,24,31,2,"[44.0, 44.0, 44.0, 49.0, 49.0, 49.0, 49.0, 56.0]"
8,7,CURRENT_icmp_sent,24,31,2,"[58.0, 58.0, 58.0, 60.0, 60.0, 60.0, 60.0, 63.0]"
8,8,CURRENT_icmp_recv,108,115,10,"[117.0, 117.0, 117.0, 120.0, 120.0, 120.0, 120.0, 125.0]"
8,8,CURRENT_icmp_sent,108,115,10,"[130.0, 130.0, 130.0, 133.0, 133.0, 133.0, 133.0, 137.0]"
8,8,CURRENT_icmp_recv,117,124,10,"[125.0, 125.0, 125.0, 128.0, 128.0, 128.0, 128.0, 132.0]"
8,8,CURRENT_icmp_sent,117,124,10,"[137.0, 137.0, 137.0, 139.0, 139.0, 139.0, 139.0, 142.0]"
8,8,CURRENT_icmp_recv,39,46,10,"[60.0, 60.0, 60.0, 62.0, 62.0, 62.0, 62.0, 68.0]"
8,8,CURRENT_icmp_sent,39,46,10,"[80.0, 80.0, 80.0, 82.0, 82.0, 82.0, 82.0, 86.0]"
8,8,CURRENT_icmp_recv,61,68,10,"[77.0, 77.0, 80.0, 80.0, 80.0, 80.0, 80.0, 84.0]"
8,8,CURRENT_icmp_sent,61,68,10,"[94.0, 94.0, 97.0, 97.0, 97.0, 97.0, 97.0, 102.0]"
8,8,CURRENT_icmp_recv,69,76,10,"[84.0, 84.0, 84.0, 87.0, 87.0, 87.0, 87.0, 91.0]"
8,8,CURRENT_icmp_sent,69,76,10,"[102.0, 102.0, 102.0, 104.0, 104.0, 104.0, 104.0, 108.0]"
8,9,CURRENT_icmp_recv,102,109,8,"[117.0, 117.0, 117.0, 120.0, 120.0, 120.0, 120.0, 126.0]"
8,9,CURRENT_icmp_sent,102,109,8,"[93.0, 93.0, 93.0, 95.0, 95.0, 95.0, 95.0, 98.0]"
8,9,CURRENT_icmp_recv,37,44,8,"[61.0, 61.0, 61.0, 65.0, 65.0, 65.0, 65.0, 71.0]"
8,9,CURRENT_icmp_sent,37,44,8,"[55.0, 55.0, 55.0, 58.0, 58.0, 58.0, 58.0, 63.0]"
8,9,CURRENT_icmp_recv,50,57,8,"[73.0, 73.0, 73.0, 76.0, 76.0, 76.0, 76.0, 80.0]"
8,9,CURRENT_icmp_sent,50,57,8,"[64.0, 64.0, 64.0, 66.0, 66.0, 66.0, 66.0, 69.0]"
8,9,CURRENT_icmp_recv,67,74,8,"[88.0, 88.0, 88.0, 91.0, 91.0, 91.0, 91.0, 96.0]"
8,9,CURRENT_icmp_sent,67,74,8,"[74.0, 74.0, 74.0, 76.0, 76.0, 76.0, 76.0, 79.0]"
9,10,CURRENT_icmp_recv,32,40,6,"[46.0, 46.0, 46.0, 46.0, 49.0, 49.0, 49.0, 49.0, 54.0]"
9,10,CURRENT_icmp_sent,32,40,6,"[67.0, 67.0, 67.0, 67.0, 69.0, 69.0, 69.0, 69.0, 73.0]"
9,10,CURRENT_icmp_recv,36,44,6,"[49.0, 49.0, 49.0, 49.0, 54.0, 54.0, 54.0, 54.0, 61.0]"
9,10,CURRENT_icmp_sent,36,44,6,"[69.0, 69.0, 69.0, 69.0, 73.0, 73.0, 73.0, 73.0, 78.0]"
9,10,CURRENT_icmp_recv,58,66,6,"[74.0, 74.0, 74.0, 74.0, 78.0, 78.0, 78.0, 78.0, 83.0]"
9,10,CURRENT_icmp_sent,58,66,6,"[84.0, 84.0, 84.0, 84.0, 87.0, 87.0, 87.0, 87.0, 91.0]"
9,13,CURRENT_icmp_recv,106,114,8,"[129.0, 129.0, 129.0, 129.0, 133.0, 133.0, 133.0, 133.0, 139.0]"
9,13,CURRENT_icmp_sent,106,114,8,"[148.0, 148.0, 148.0, 148.0, 151.0, 151.0, 151.0, 151.0, 159.0]"
9,13,CURRENT_icmp_recv,119,127,8,"[143.0, 143.0, 143.0, 143.0, 146.0, 146.0, 146.0, 146.0, 152.0]"
9,13,CURRENT_icmp_sent,119,127,8,"[162.0, 162.0, 162.0, 162.0, 167.0, 167.0, 167.0, 167.0, 173.0]"
9,13,CURRENT_icmp_recv,137,145,8,"[161.0, 161.0, 161.0, 161.0, 165.0, 165.0, 165.0, 165.0, 171.0]"
9,13,CURRENT_icmp_sent,137,145,8,"[180.0, 180.0, 180.0, 180.0, 184.0, 184.0, 184.0, 184.0, 191.0]"
9,13,CURRENT_icmp_recv,15,23,8,"[38.0, 38.0, 38.0, 38.0, 41.0, 41.0, 41.0, 41.0, 47.0]"
9,13,CURRENT_icmp_sent,15,23,8,"[44.0, 44.0, 44.0, 44.0, 48.0, 48.0, 48.0, 48.0, 54.0]"
9,3,CURRENT_icmp_recv,104,112,12,"[293.0, 293.0, 293.0, 293.0, 299.0, 299.0, 299.0, 299.0, 310.0]"
9,3,CURRENT_icmp_sent,104,112,12,"[338.0, 338.0, 338.0, 338.0, 344.0, 344.0, 344.0, 344.0, 356.0]"
9,3,CURRENT_icmp_recv,126,134,12,"[340.0, 340.0, 340.0, 340.0, 350.0, 350.0, 350.0, 350.0, 362.0]"
9,3,CURRENT_icmp_sent,126,134,12,"[388.0, 388.0, 388.0, 388.0, 398.0, 398.0, 398.0, 398.0, 414.0]"
9,3,CURRENT_icmp_recv,18,26,12,"[83.0, 83.0, 83.0, 92.0, 92.0, 92.0, 92.0, 92.0, 104.0]"
9,3,CURRENT_icmp_sent,18,26,12,"[119.0, 119.0, 119.0, 127.0, 127.0, 127.0, 127.0, 127.0, 139.0]"
9,3,CURRENT_icmp_recv,48,56,12,"[158.0, 158.0, 158.0, 158.0, 166.0, 166.0, 166.0, 166.0, 178.0]"
9,3,CURRENT_icmp_sent,48,56,12,"[198.0, 198.0, 198.0, 198.0, 205.0, 205.0, 205.0, 205.0, 218.0]"
9,3,CURRENT_icmp_recv,61,69,12,"[188.0, 188.0, 188.0, 188.0, 198.0, 198.0, 198.0, 198.0, 211.0]"
9,3,CURRENT_icmp_sent,61,69,12,"[229.0, 229.0, 229.0, 229.0, 239.0, 239.0, 239.0, 239.0, 251.0]"
9,3,CURRENT_icmp_recv,96,104,12,"[272.0, 272.0, 272.0, 281.0, 281.0, 281.0, 281.0, 281.0, 293.0]"
9,3,CURRENT_icmp_sent,96,104,12,"[314.0, 314.0, 314.0, 324.0, 324.0, 324.0, 324.0, 324.0, 338.0]"
9,4,CURRENT_icmp_recv,120,128,12,"[115.0, 115.0, 115.0, 115.0, 117.0, 117.0, 117.0, 117.0, 121.0]"
9,4,CURRENT_icmp_sent,120,128,12,"[158.0, 158.0, 158.0, 158.0, 161.0, 161.0, 161.0, 161.0, 165.0]"
9,4,CURRENT_icmp_recv,124,132,12,"[117.0, 117.0, 117.0, 117.0, 121.0, 121.0, 121.0, 121.0, 126.0]"
9,4,CURRENT_icmp_sent,124,132,12,"[161.0, 161.0, 161.0, 161.0, 165.0, 165.0, 165.0, 165.0, 170.0]"
9,4,CURRENT_icmp_recv,133,141,12,"[126.0, 126.0, 126.0, 126.0, 129.0, 129.0, 129.0, 129.0, 134.0]"
9,4,CURRENT_icmp_sent,133,141,12,"[170.0, 170.0, 170.0, 170.0, 172.0, 172.0, 172.0, 172.0, 183.0]"
9,4,CURRENT_icmp_recv,29,37,12,"[41.0, 41.0, 41.0, 41.0, 44.0, 44.0, 44.0, 44.0, 48.0]"
9,4,CURRENT_icmp_sent,29,37,12,"[71.0, 71.0, 71.0, 71.0, 73.0, 73.0, 73.0, 73.0, 77.0]"
9,4,CURRENT_icmp_recv,59,67,12,"[66.0, 66.0, 66.0, 66.0, 69.0, 69.0, 69.0, 69.0, 73.0]"
9,4,CURRENT_icmp_sent,59,67,12,"[100.0, 100.0, 100.0, 100.0, 102.0, 102.0, 102.0, 102.0, 107.0]"
9,4,CURRENT_icmp_recv,94,102,12,"[94.0, 94.0, 94.0, 94.0, 97.0, 97.0, 97.0, 97.0, 102.0]"
9,4,CURRENT_icmp_sent,94,102,12,"[131.0, 131.0, 131.0, 131.0, 134.0, 134.0, 134.0, 134.0, 141.0]"
9,5,CURRENT_icmp_recv,126,134,10,"[285.0, 285.0, 285.0, 285.0, 292.0, 292.0, 292.0, 292.0, 303.0]"
9,5,CURRENT_icmp_sent,126,134,10,"[264.0, 264.0, 264.0, 264.0, 270.0, 270.0, 270.0, 270.0, 279.0]"
9,5,CURRENT_icmp_recv,18,26,10,"[69.0, 69.0, 69.0, 74.0, 74.0, 74.0, 74.0, 74.0, 83.0]"
9,5,CURRENT_icmp_sent,18,26,10,"[94.0, 94.0, 94.0, 97.0, 97.0, 97.0, 97.0, 97.0, 104.0]"
9,5,CURRENT_icmp_recv,35,43,10,"[104.0, 104.0, 104.0, 104.0, 110.0, 110.0, 110.0, 110.0, 121.0]"
9,5,CURRENT_icmp_sent,35,43,10,"[120.0, 120.0, 120.0, 120.0, 125.0, 125.0, 125.0, 125.0, 132.0]"
9,5,CURRENT_icmp_recv,70,78,10,"[173.0, 173.0, 173.0, 173.0, 180.0, 180.0, 180.0, 180.0, 189.0]"
9,5,CURRENT_icmp_sent,70,78,10,"[176.0, 176.0, 176.0, 176.0, 180.0, 180.0, 180.0, 180.0, 187.0]"
9,5,CURRENT_icmp_recv,96,104,10,"[225.0, 225.0, 225.0, 225.0, 232.0, 232.0, 232.0, 232.0, 242.0]"
9,5,CURRENT_icmp_sent,96,104,10,"[216.0, 216.0, 216.0, 216.0, 222.0, 222.0, 222.0, 222.0, 231.0]"
9,6,CURRENT_icmp_recv,124,132,8,"[167.0, 167.0, 167.0, 167.0, 172.0, 172.0, 172.0, 172.0, 178.0]"
9,6,CURRENT_icmp_sent,124,132,8,"[154.0, 154.0, 154.0, 154.0, 158.0, 158.0, 158.0, 158.0, 163.0]"
9,6,CURRENT_icmp_recv,137,145,8,"[184.0, 184.0, 184.0, 184.0, 188.0, 188.0, 188.0, 188.0, 193.0]"
9,6,CURRENT_icmp_sent,137,145,8,"[167.0, 167.0, 167.0, 167.0, 169.0, 169.0, 169.0, 169.0, 173.0]"
9,6,CURRENT_icmp_recv,33,41,8,"[50.0, 50.0, 50.0, 50.0, 54.0, 54.0, 54.0, 54.0, 59.0]"
9,6,CURRENT_icmp_sent,33,41,8,"[67.0, 67.0, 67.0, 67.0, 70.0, 70.0, 70.0, 70.0, 76.0]"
9,6,CURRENT_icmp_recv,68,76,8,"[96.0, 96.0, 96.0, 100.0, 100.0, 100.0, 100.0, 100.0, 107.0]"
9,6,CURRENT_icmp_sent,68,76,8,"[101.0, 101.0, 101.0, 103.0, 103.0, 103.0, 103.0, 103.0, 108.0]"
9,7,CURRENT_icmp_recv,101,109,6,"[133.0, 133.0, 133.0, 133.0, 138.0, 138.0, 138.0, 138.0, 144.0]"
9,7,CURRENT_icmp_sent,101,109,6,"[101.0, 101.0, 101.0, 101.0, 103.0, 103.0, 103.0, 103.0, 106.0]"
9,7,CURRENT_icmp_recv,123,131,6,"[159.0, 159.0, 159.0, 159.0, 163.0, 163.0, 163.0, 163.0, 168.0]"
9,7,CURRENT_icmp_sent,123,131,6,"[114.0, 114.0, 114.0, 114.0, 116.0, 116.0, 116.0, 116.0, 119.0]"
9,7,CURRENT_icmp_recv,23,31,6,"[44.0, 44.0, 44.0, 44.0, 49.0, 49.0, 49.0, 49.0, 56.0]"
9,7,CURRENT_icmp_sent,23,31,6,"[58.0, 58.0, 58.0, 58.0, 60.0, 60.0, 60.0, 60.0, 63.0]"
9,8,CURRENT_icmp_recv,107,115,16,"[117.0, 117.0, 117.0, 117.0, 120.0, 120.0, 120.0, 120.0, 125.0]"
9,8,CURRENT_icmp_sent,107,115,16,"[130.0, 130.0, 130.0, 130.0, 133.0, 133.0, 133.0, 133.0, 137.0]"
9,8,CURRENT_icmp_recv,116,124,16,"[125.0, 125.0, 125.0, 125.0, 128.0, 128.0, 128.0, 128.0, 132.0]"
9,8,CURRENT_icmp_sent,116,124,16,"[137.0, 137.0, 137.0, 137.0, 139.0, 139.0, 139.0, 139.0, 142.0]"
9,8,CURRENT_icmp_recv,138,146,16,"[145.0, 145.0, 145.0, 147.0, 147.0, 147.0, 147.0, 147.0, 151.0]"
9,8,CURRENT_icmp_sent,138,146,16,"[151.0, 151.0, 151.0, 154.0, 154.0, 154.0, 154.0, 154.0, 158.0]"
9,8,CURRENT_icmp_recv,29,37,16,"[51.0, 51.0, 51.0, 51.0, 55.0, 55.0, 55.0, 55.0, 60.0]"
9,8,CURRENT_icmp_sent,29,37,16,"[72.0, 72.0, 72.0, 72.0, 75.0, 75.0, 75.0, 75.0, 80.0]"
9,8,CURRENT_icmp_recv,38,46,16,"[60.0, 60.0, 60.0, 60.0, 62.0, 62.0, 62.0, 62.0, 68.0]"
9,8,CURRENT_icmp_sent,38,46,16,"[80.0, 80.0, 80.0, 80.0, 82.0, 82.0, 82.0, 82.0, 86.0]"
9,8,CURRENT_icmp_recv,60,68,16,"[77.0, 77.0, 77.0, 80.0, 80.0, 80.0, 80.0, 80.0, 84.0]"
9,8,CURRENT_icmp_sent,60,68,16,"[94.0, 94.0, 94.0, 97.0, 97.0, 97.0, 97.0, 97.0, 102.0]"
9,8,CURRENT_icmp_recv,68,76,16,"[84.0, 84.0, 84.0, 84.0, 87.0, 87.0, 87.0, 87.0, 91.0]"
9,8,CURRENT_icmp_sent,68,76,16,"[102.0, 102.0, 102.0, 102.0, 104.0, 104.0, 104.0, 104.0, 108.0]"
9,8,CURRENT_icmp_recv,86,94,16,"[99.0, 99.0, 99.0, 102.0, 102.0, 102.0, 102.0, 102.0, 106.0]"
9,8,CURRENT_icmp_sent,86,94,16,"[115.0, 115.0, 115.0, 117.0, 117.0, 117.0, 117.0, 117.0, 121.0]"
9,9,CURRENT_icmp_recv,101,109,10,"[117.0, 117.0, 117.0, 117.0, 120.0, 120.0, 120.0, 120.0, 126.0]"
9,9,CURRENT_icmp_sent,101,109,10,"[93.0, 93.0, 93.0, 93.0, 95.0, 95.0, 95.0, 95.0, 98.0]"
9,9,CURRENT_icmp_recv,36,44,10,"[61.0, 61.0, 61.0, 61.0, 65.0, 65.0, 65.0, 65.0, 71.0]"
9,9,CURRENT_icmp_sent,36,44,10,"[55.0, 55.0, 55.0, 55.0, 58.0, 58.0, 58.0, 58.0, 63.0]"
9,9,CURRENT_icmp_recv,49,57,10,"[73.0, 73.0, 73.0, 73.0, 76.0, 76.0, 76.0, 76.0, 80.0]"
9,9,CURRENT_icmp_sent,49,57,10,"[64.0, 64.0, 64.0, 64.0, 66.0, 66.0, 66.0, 66.0, 69.0]"
9,9,CURRENT_icmp_recv,58,66,10,"[80.0, 80.0, 80.0, 83.0, 83.0, 83.0, 83.0, 83.0, 88.0]"
9,9,CURRENT_icmp_sent,58,66,10,"[69.0, 69.0, 69.0, 71.0, 71.0, 71.0, 71.0, 71.0, 74.0]"
9,9,CURRENT_icmp_recv,66,74,10,"[88.0, 88.0, 88.0, 88.0, 91.0, 91.0, 91.0, 91.0, 96.0]"
9,9,CURRENT_icmp_sent,66,74,10,"[74.0, 74.0, 74.0, 74.0, 76.0, 76.0, 76.0, 76.0, 79.0]"
